"","X","channelId","videoId","textDisplay","textOriginal","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","parentId","moderationStatus"
"2016",2016,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Just so you know bro, his bicycle pedals had those straps &amp; he forgot &amp; tried to pick his foot up instead of slide it out &amp; in one full motion tried to catch himself off the bike, but his foot was stuck. <br><br>You<U+2019>ll probably still make some bs excuse but you can literally see it all go down in the video of it happening (you won<U+2019>t tho)","Just so you know bro, his bicycle pedals had those straps & he forgot & tried to pick his foot up instead of slide it out & in one full motion tried to catch himself off the bike, but his foot was stuck. 

You<U+2019>ll probably still make some bs excuse but you can literally see it all go down in the video of it happening (you won<U+2019>t tho)","@wallywallerton1872","https://yt3.ggpht.com/ytc/AIf8zZQlsp4fmW48bpHVa6Yv3xr2BP-gEW3nMzRNMZGy5Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCZifLyMGDhdBVzPWweagxmg","UCZifLyMGDhdBVzPWweagxmg",TRUE,"none",0,"2023-11-06T23:44:29Z","2023-11-06T23:44:29Z","Ugx4sLifMPNLGtUjvot4AaABAg.9wn8EbmKV1A9wnCr6QTMWR","Ugx4sLifMPNLGtUjvot4AaABAg",NA
"2017",2017,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","@@wallywallerton1872 Soooo he forgot that his own bike had straps on the pedals? That doesn&#39;t make it any better. There&#39;s ample evidence that he is cognitively declined and needs a nap. He is 80 years old, not sure why you&#39;re doing mental back flips to defend the indefensible.","@@wallywallerton1872 Soooo he forgot that his own bike had straps on the pedals? That doesn't make it any better. There's ample evidence that he is cognitively declined and needs a nap. He is 80 years old, not sure why you're doing mental back flips to defend the indefensible.","@ashleybrown6299","https://yt3.ggpht.com/ytc/AIf8zZTicFaUfnLy10y3R1HrYgIkWk-XPj9JFm55NQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCogbFsE1ZpNbte51mpfaN-Q","UCogbFsE1ZpNbte51mpfaN-Q",TRUE,"none",0,"2023-11-07T00:01:25Z","2023-11-07T00:01:25Z","Ugx4sLifMPNLGtUjvot4AaABAg.9wn8EbmKV1A9wnEnBTrzKD","Ugx4sLifMPNLGtUjvot4AaABAg",NA
"2018",2018,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Russia bot","Russia bot","@ricobuttonpusher7061","https://yt3.ggpht.com/sZesf5XlmVMla-51BWqwnc5BFoBRRIAF0Y_89_yCNbmeu2oWZpkVcZBTLEnWekcKgBAZUPz5Jg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCi66AJOw5d5SdMGkUJu7k2g","UCi66AJOw5d5SdMGkUJu7k2g",TRUE,"none",8,"2023-11-06T23:10:51Z","2023-11-06T23:10:51Z","UgzbDePn_09JjPGcVOF4AaABAg.9wn888euuwi9wn9-qfv-h_","UgzbDePn_09JjPGcVOF4AaABAg",NA
"2019",2019,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Great post! MAGA!","Great post! MAGA!","@Dean-qt3rp","https://yt3.ggpht.com/ytc/AIf8zZQI6ZLX1jIgTcEM3qnCa_SKaeMzdfdbtrSCsg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCwhB49U_PyTWWhWy2j_znnw","UCwhB49U_PyTWWhWy2j_znnw",TRUE,"none",4,"2023-11-06T23:12:33Z","2023-11-06T23:12:33Z","UgzbDePn_09JjPGcVOF4AaABAg.9wn888euuwi9wn9CGsV391","UgzbDePn_09JjPGcVOF4AaABAg",NA
"2020",2020,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Bidenfor sure won<U+2019>t be the candidate.","Bidenfor sure won<U+2019>t be the candidate.","@pattyroberts7526","https://yt3.ggpht.com/ytc/AIf8zZRjfRJ2F1dy_TSiN83-u2jlPTtAIT6DGX2SnyNc=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCwOCH80cURkNOgNg_PutH7g","UCwOCH80cURkNOgNg_PutH7g",TRUE,"none",1,"2023-11-06T23:21:27Z","2023-11-06T23:21:27Z","UgzbDePn_09JjPGcVOF4AaABAg.9wn888euuwi9wnADVg58A-","UgzbDePn_09JjPGcVOF4AaABAg",NA
"2021",2021,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","What happened to the red wave?","What happened to the red wave?","@tedmarley4341","https://yt3.ggpht.com/2tySUCkGfRA07bss8Z_vovaeTg5c4TBC5owa9exQharIjJjVcKV4UqeP1tvx9eClHUiZmP1F30Y=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UChMNRxtA0NLcZZXVkBLIE6w","UChMNRxtA0NLcZZXVkBLIE6w",TRUE,"none",1,"2023-11-06T23:29:00Z","2023-11-06T23:29:00Z","UgzbDePn_09JjPGcVOF4AaABAg.9wn888euuwi9wnB4ia-hbQ","UgzbDePn_09JjPGcVOF4AaABAg",NA
"2022",2022,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Don&#39;t you idiots understand, WE. ARE. GOING. TO. STEAL. IT. AGAIN... we did when we were out of power, what do you think is gonna happen now we have all the levers of power within our grasp. It&#39;s over dum-dums<U+0001F60A>","Don't you idiots understand, WE. ARE. GOING. TO. STEAL. IT. AGAIN... we did when we were out of power, what do you think is gonna happen now we have all the levers of power within our grasp. It's over dum-dums<U+0001F60A>","@JaimeVillarreal-el6gp","https://yt3.ggpht.com/ytc/AIf8zZQK39YLZ_tPnYYz00mKvUeMsOeF2ksNGf6E1g0LK-F8GTKTlxvPlz_vDtf2vJSc=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC1Wv7fRQ41ZBZciK1DNkwjA","UC1Wv7fRQ41ZBZciK1DNkwjA",TRUE,"none",0,"2023-11-06T23:30:49Z","2023-11-06T23:30:49Z","UgzbDePn_09JjPGcVOF4AaABAg.9wn888euuwi9wnBI25_IAy","UgzbDePn_09JjPGcVOF4AaABAg",NA
"2023",2023,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","It beats the alternative.","It beats the alternative.","@Mutasis_Mutandis","https://yt3.ggpht.com/ytc/AIf8zZRc61raZL8aRo9vcN-iun6nWSijaUdopVVqLg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCCvZItaM9JlkE59ug1G2deA","UCCvZItaM9JlkE59ug1G2deA",TRUE,"none",0,"2023-11-06T23:17:53Z","2023-11-06T23:17:53Z","UgwCPIytsxJk_7pYGal4AaABAg.9wn87rWn5hd9wn9oKyJJWk","UgwCPIytsxJk_7pYGal4AaABAg",NA
"2024",2024,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","My friend, no one should vote for biden","My friend, no one should vote for biden","@brianr1892","https://yt3.ggpht.com/ytc/AIf8zZQXNk20qnbt8ujgUubrwabpHO28FtaefbZqDQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UClFKkYmSyE73b0oi7p7Ux3g","UClFKkYmSyE73b0oi7p7Ux3g",TRUE,"none",0,"2023-11-06T23:40:44Z","2023-11-06T23:40:44Z","UgzQ9oCwRWrejQ-1VMN4AaABAg.9wn87FjshBj9wnCQj4Xy1m","UgzQ9oCwRWrejQ-1VMN4AaABAg",NA
"2025",2025,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","He called Gazans savages.","He called Gazans savages.","@Maelstromme","https://yt3.ggpht.com/ytc/AIf8zZTENBEFtAoh1P9jrwTJd0bM-wSkeqvD84TDOE_w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCtPhcDJbzfga6KZPem6ckFg","UCtPhcDJbzfga6KZPem6ckFg",TRUE,"none",0,"2023-11-06T23:16:24Z","2023-11-06T23:16:24Z","UgxfWWNRIrXmnI8pEJR4AaABAg.9wn84d4A87s9wn9dY-Rw_C","UgxfWWNRIrXmnI8pEJR4AaABAg",NA
"2026",2026,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Because  they aren&#39;t  telling  you what you want to hear ?","Because  they aren't  telling  you what you want to hear ?","@paulpaul9226","https://yt3.ggpht.com/ytc/AIf8zZSQCfw5NsBTou9u724Zk1dNAzblXtFiPnqOjrFeoHhT_W0uzZYaDq387y88FDre=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCmwWYfKk_QrvXjvkJkYlo7w","UCmwWYfKk_QrvXjvkJkYlo7w",TRUE,"none",1,"2023-11-07T01:03:45Z","2023-11-07T01:03:45Z","UgxQ3mzfcDyb3GC28ER4AaABAg.9wn81nJAxl09wnLvjjjFWN","UgxQ3mzfcDyb3GC28ER4AaABAg",NA
"2027",2027,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","@@paulpaul9226 No, because polls have been really wrong the past few years.  Mainly because almost all polling is done by telephone and most people don&#39;t  answer unknown numbers anymore.  That doesn&#39;t even begin on how poll questions are asked.","@@paulpaul9226 No, because polls have been really wrong the past few years.  Mainly because almost all polling is done by telephone and most people don't  answer unknown numbers anymore.  That doesn't even begin on how poll questions are asked.","@lde-m8688","https://yt3.ggpht.com/ytc/AIf8zZTxV7ZtRa8BVFaZztOD1YI3jen5ZvQnwLjddc4q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCZmdDU4VmoTEswYs6IDMkfQ","UCZmdDU4VmoTEswYs6IDMkfQ",TRUE,"none",7,"2023-11-07T01:52:50Z","2023-11-07T01:52:50Z","UgxQ3mzfcDyb3GC28ER4AaABAg.9wn81nJAxl09wnRYF5LGcg","UgxQ3mzfcDyb3GC28ER4AaABAg",NA
"2028",2028,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","@@paulpaul9226No because the most accurate ones are near the election","@@paulpaul9226No because the most accurate ones are near the election","@xalpacazeu1332","https://yt3.ggpht.com/ytc/AIf8zZTx01SmDeg4NKSi6Jn2Cnsss1_W6CQLA30UcB4Ssg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCul3d90K7Jn0PxgLJ2QlMRQ","UCul3d90K7Jn0PxgLJ2QlMRQ",TRUE,"none",1,"2023-11-07T03:07:33Z","2023-11-07T03:07:33Z","UgxQ3mzfcDyb3GC28ER4AaABAg.9wn81nJAxl09wn_5XqYiIw","UgxQ3mzfcDyb3GC28ER4AaABAg",NA
"2029",2029,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","@@lde-m8688the polls generally are wrong in the Democrats favor, we have not seen any polls that said a Republican would win and then lost.<br><br>Look at Liz Cheney and Hillary. <br><br>Not sure if the DNC intentionally puts out these numbers to scare opponents into staying home, or if they just poll more dems in general.","@@lde-m8688the polls generally are wrong in the Democrats favor, we have not seen any polls that said a Republican would win and then lost.

Look at Liz Cheney and Hillary. 

Not sure if the DNC intentionally puts out these numbers to scare opponents into staying home, or if they just poll more dems in general.","@letsgobrandon9017","https://yt3.ggpht.com/ytc/AIf8zZQazKCn1PHNcR0BuvuYHZK0URls6CoOQBBDqER-0qT2yBvkTxaN0onS-opscbCw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCFEKxIkhLQFmx697tMJ4-PQ","UCFEKxIkhLQFmx697tMJ4-PQ",TRUE,"none",0,"2023-11-07T04:18:09Z","2023-11-07T04:18:09Z","UgxQ3mzfcDyb3GC28ER4AaABAg.9wn81nJAxl09wnhAaAC8TJ","UgxQ3mzfcDyb3GC28ER4AaABAg",NA
"2030",2030,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Vote for  Vivek please or Haily","Vote for  Vivek please or Haily","@Kevdog1920","https://yt3.ggpht.com/ytc/AIf8zZT-OAybfCnm_BABLTaySSjTa_t6duQ9t3fmVNzwJQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCeEHWl1sXOnVDONRHZa5FmQ","UCeEHWl1sXOnVDONRHZa5FmQ",TRUE,"none",0,"2023-11-07T07:18:57Z","2023-11-07T07:18:57Z","UgxQ3mzfcDyb3GC28ER4AaABAg.9wn81nJAxl09wo0rjh_x8u","UgxQ3mzfcDyb3GC28ER4AaABAg",NA
"2031",2031,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Except the economy is doing better. These were the same polls that had Trump winning reelection in 2020 <U+0001F602>","Except the economy is doing better. These were the same polls that had Trump winning reelection in 2020 <U+0001F602>","@JerseyNYC83","https://yt3.ggpht.com/ytc/AIf8zZRfcknhnakL-RpgkRhmVI0lCYolILERMFbDXQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCU9ow2Ci9ZPhPzFg59dkYXg","UCU9ow2Ci9ZPhPzFg59dkYXg",TRUE,"none",19,"2023-11-07T03:13:25Z","2023-11-07T03:13:25Z","UgwDwrETxYw3ls5AbHd4AaABAg.9wn8-wuCGrv9wn_lQa2RIo","UgwDwrETxYw3ls5AbHd4AaABAg",NA
"2032",2032,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","And that is why he WON&#39;T get A second term! I&#39;m willing to bet 51% of Americans can see through the democratic BS!","And that is why he WON'T get A second term! I'm willing to bet 51% of Americans can see through the democratic BS!","@backwoodsbully9841","https://yt3.ggpht.com/ytc/AIf8zZRly2rSk81XRFKpHLxNSSVryUjomeJG4IxRIw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCczptVGOjfU7QBGgCdWho_A","UCczptVGOjfU7QBGgCdWho_A",TRUE,"none",0,"2023-11-07T03:15:04Z","2023-11-07T03:15:04Z","UgwDwrETxYw3ls5AbHd4AaABAg.9wn8-wuCGrv9wn_xYWpgIE","UgwDwrETxYw3ls5AbHd4AaABAg",NA
"2033",2033,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","@@JerseyNYC8320% say the economy is going in the right place what are u smoking","@@JerseyNYC8320% say the economy is going in the right place what are u smoking","@Ryan-vi3ro","https://yt3.ggpht.com/pE1bku4rQLtf0mwByL9kUt2s3yQjiT76PH-lBSiXMSU9WKOy37F9G2JXi8XMpWVOZmbO63vR=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC-mKdU7LoK4YZ_faXhKuFyA","UC-mKdU7LoK4YZ_faXhKuFyA",TRUE,"none",50,"2023-11-07T03:31:53Z","2023-11-07T03:31:53Z","UgwDwrETxYw3ls5AbHd4AaABAg.9wn8-wuCGrv9wnbse8QlNu","UgwDwrETxYw3ls5AbHd4AaABAg",NA
"2034",2034,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Ask Hillary how much polls matter.","Ask Hillary how much polls matter.","@ArkadiosTheodulus","https://yt3.ggpht.com/ytc/AIf8zZTIVicgEaT3XuFq7XMDV9GyUr1pe0Fw3H88euti=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCRwsDwc1UPRrKzDqvEi-d1w","UCRwsDwc1UPRrKzDqvEi-d1w",TRUE,"none",8,"2023-11-07T03:45:57Z","2023-11-07T03:45:57Z","UgwDwrETxYw3ls5AbHd4AaABAg.9wn8-wuCGrv9wndUlhTA2R","UgwDwrETxYw3ls5AbHd4AaABAg",NA
"2035",2035,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","@@Ryan-vi3ro what are you smoking-13 million jobs added and unemployment under 4%. Facts don<U+2019>t lie <U+0001F602>","@@Ryan-vi3ro what are you smoking-13 million jobs added and unemployment under 4%. Facts don<U+2019>t lie <U+0001F602>","@JerseyNYC83","https://yt3.ggpht.com/ytc/AIf8zZRfcknhnakL-RpgkRhmVI0lCYolILERMFbDXQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCU9ow2Ci9ZPhPzFg59dkYXg","UCU9ow2Ci9ZPhPzFg59dkYXg",TRUE,"none",11,"2023-11-07T03:48:46Z","2023-11-07T03:48:46Z","UgwDwrETxYw3ls5AbHd4AaABAg.9wn8-wuCGrv9wndoLtTnoy","UgwDwrETxYw3ls5AbHd4AaABAg",NA
"2036",2036,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","There is no race,    the dems are done","There is no race,    the dems are done","@brianr1892","https://yt3.ggpht.com/ytc/AIf8zZQXNk20qnbt8ujgUubrwabpHO28FtaefbZqDQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UClFKkYmSyE73b0oi7p7Ux3g","UClFKkYmSyE73b0oi7p7Ux3g",TRUE,"none",0,"2023-11-06T23:29:36Z","2023-11-06T23:29:36Z","Ugxunqp2FM4iZui20Gh4AaABAg.9wn7xCejeBE9wnB9BoNHH9","Ugxunqp2FM4iZui20Gh4AaABAg",NA
"2037",2037,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","They are too far behind to cheat their way in this time,     funny thing is they stole the last election, had no one capable of doing the job, and turned all the decent people against them ,   they gave us the white house back due to their own stupidity and greed.","They are too far behind to cheat their way in this time,     funny thing is they stole the last election, had no one capable of doing the job, and turned all the decent people against them ,   they gave us the white house back due to their own stupidity and greed.","@brianr1892","https://yt3.ggpht.com/ytc/AIf8zZQXNk20qnbt8ujgUubrwabpHO28FtaefbZqDQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UClFKkYmSyE73b0oi7p7Ux3g","UClFKkYmSyE73b0oi7p7Ux3g",TRUE,"none",0,"2023-11-06T23:32:09Z","2023-11-06T23:32:09Z","Ugxunqp2FM4iZui20Gh4AaABAg.9wn7xCejeBE9wnBRnsUpVX","Ugxunqp2FM4iZui20Gh4AaABAg",NA
"2038",2038,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","So Trump","So Trump","@rvd93021","https://yt3.ggpht.com/ytc/AIf8zZRevqxaf0YuanYLPURE8viHcMbvqcoJYkpeQy_e=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCFfVFkVcQd13u2OoDrUXH7Q","UCFfVFkVcQd13u2OoDrUXH7Q",TRUE,"none",7,"2023-11-06T23:33:07Z","2023-11-06T23:33:07Z","UgyAf_tlPN0SGgArZXF4AaABAg.9wn7vGncAyo9wnBYsXUtJQ","UgyAf_tlPN0SGgArZXF4AaABAg",NA
"2039",2039,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Rfk junior","Rfk junior","@yeet5146","https://yt3.ggpht.com/RAAVepHgQslPpo0tatYhS0uEdPpE5kkXNrW8fnHK16yQ1oj_VkX9i4ikkoAMHakdLUPB9Luhkvo=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCtwCgk51nAxS_9V4QoFD-8Q","UCtwCgk51nAxS_9V4QoFD-8Q",TRUE,"none",0,"2023-12-06T14:11:25Z","2023-12-06T14:11:25Z","UgyAf_tlPN0SGgArZXF4AaABAg.9wn7vGncAyo9xzR7BjIKUb","UgyAf_tlPN0SGgArZXF4AaABAg",NA
"2040",2040,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","The RINO? Woof","The RINO? Woof","@Goodstuffevery1","https://yt3.ggpht.com/ytc/AIf8zZQUAxtqACNqesTJ5APaApUI6-Inh9dXEAYYkGNv196GYLgB7b_87t4dEPHE6Pir=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCabModKmEvbh1oOqjh4WSiQ","UCabModKmEvbh1oOqjh4WSiQ",TRUE,"none",1,"2023-11-06T23:06:50Z","2023-11-06T23:06:50Z","Ugyd7dfIQe5OFZU73954AaABAg.9wn7sFY-nKf9wn8YQ-aOwW","Ugyd7dfIQe5OFZU73954AaABAg",NA
"2041",2041,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","My state has been voting mail in ballots for like 30 years. Every election-mail in ballots. No issues.  Safe. Secure.","My state has been voting mail in ballots for like 30 years. Every election-mail in ballots. No issues.  Safe. Secure.","@billyyank5807","https://yt3.ggpht.com/ytc/AIf8zZQt3cwgB_bmQGe1HrtkOFU7bmROJF6Gw9d5OG1IKI4s9QBQrETkPPmZbTH3S1_M=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCkjRz3zsP2Gf-ePZmT0878w","UCkjRz3zsP2Gf-ePZmT0878w",TRUE,"none",4,"2023-11-07T02:31:51Z","2023-11-07T02:31:51Z","UgxFhPOvT7DXlP271lZ4AaABAg.9wn7m_YElNo9wnW-x4OeLV","UgxFhPOvT7DXlP271lZ4AaABAg",NA
"2042",2042,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","<U+200B>@@Matt-1147absentee voting is not the same thing as universal mail in voting.","<U+200B>@@Matt-1147absentee voting is not the same thing as universal mail in voting.","@firstnamelastname-uo7ys","https://yt3.ggpht.com/ONqt6Um_uD1qL4EZuKfpZXgZUQ4DsdDqfPDppthf1X1rSnt9qZX166OELeS9MTo5gn37D-lc9A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCeDU7e8qUy13rzaRgc0g5fQ","UCeDU7e8qUy13rzaRgc0g5fQ",TRUE,"none",3,"2023-11-07T02:49:02Z","2023-11-07T14:34:35Z","UgxFhPOvT7DXlP271lZ4AaABAg.9wn7m_YElNo9wnXytaFse6","UgxFhPOvT7DXlP271lZ4AaABAg",NA
"2043",2043,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","So Trump voted by mail, but only became concerned about &#39;vote security&#39; when mail-in voting favoured his opponent, during a pandemic when all major developed Western nations had to use alternative voting methods for public safety.  If you believe someone like Trump, then you only have yourself to blame for the consequences you and your fellow citizens will have to deal with.  Blind belief won&#39;t help you deal with actual circumstances.","So Trump voted by mail, but only became concerned about 'vote security' when mail-in voting favoured his opponent, during a pandemic when all major developed Western nations had to use alternative voting methods for public safety.  If you believe someone like Trump, then you only have yourself to blame for the consequences you and your fellow citizens will have to deal with.  Blind belief won't help you deal with actual circumstances.","@CaminoAir","https://yt3.ggpht.com/wK_nA8jmEVO4KKvV2LJegExSP9cYlWSbCjkWhOgQis5cegca7oKGkyxcEnrjNtb57kYAV6mQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCB8jRNP_fibMNdne2fYEj0Q","UCB8jRNP_fibMNdne2fYEj0Q",TRUE,"none",0,"2023-11-07T03:03:48Z","2023-11-07T03:03:48Z","UgxFhPOvT7DXlP271lZ4AaABAg.9wn7m_YElNo9wnZexmK-Qm","UgxFhPOvT7DXlP271lZ4AaABAg",NA
"2044",2044,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","@@Matt-1147simple solution, sign in front of a notary. Anyone that opposes is unreasonable. You have 6 months to find a notary. If you can<U+2019>t figure it out, you are too helpless to have a voice.","@@Matt-1147simple solution, sign in front of a notary. Anyone that opposes is unreasonable. You have 6 months to find a notary. If you can<U+2019>t figure it out, you are too helpless to have a voice.","@letsgobrandon9017","https://yt3.ggpht.com/ytc/AIf8zZQazKCn1PHNcR0BuvuYHZK0URls6CoOQBBDqER-0qT2yBvkTxaN0onS-opscbCw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCFEKxIkhLQFmx697tMJ4-PQ","UCFEKxIkhLQFmx697tMJ4-PQ",TRUE,"none",2,"2023-11-07T04:12:02Z","2023-11-07T04:12:02Z","UgxFhPOvT7DXlP271lZ4AaABAg.9wn7m_YElNo9wngToUznvC","UgxFhPOvT7DXlP271lZ4AaABAg",NA
"2045",2045,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","<U+200B>@@billyyank5807right . Somehow mail in ballots have started become an issue in the Trump era all of a sudden <U+0001F602><U+0001F602><U+0001F602>. There have many plenty republican presidents who have won votes with mail in ballots and it was never an issue.","<U+200B>@@billyyank5807right . Somehow mail in ballots have started become an issue in the Trump era all of a sudden <U+0001F602><U+0001F602><U+0001F602>. There have many plenty republican presidents who have won votes with mail in ballots and it was never an issue.","@jgibson8092","https://yt3.ggpht.com/ytc/AIf8zZR_IcuSw7mmqgCEnyzHHKNaEJEpaButWCrMjQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCelTG4-a2oXzVEpDrNJJJcA","UCelTG4-a2oXzVEpDrNJJJcA",TRUE,"none",1,"2023-11-07T05:08:14Z","2023-11-07T05:08:14Z","UgxFhPOvT7DXlP271lZ4AaABAg.9wn7m_YElNo9wnmuPZY3I1","UgxFhPOvT7DXlP271lZ4AaABAg",NA
"2046",2046,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","Can&#39;t afford to anymore <U+0001F923>","Can't afford to anymore <U+0001F923>","@KevinSun242","https://yt3.ggpht.com/ytc/AIf8zZTMqzj0aOPmUyqXds8l5ooWCHQklR6etGYSZw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCRgkleIq8WQhmmNrBF67z_A","UCRgkleIq8WQhmmNrBF67z_A",TRUE,"none",0,"2023-11-06T23:04:32Z","2023-11-06T23:04:32Z","UgzHbc81jlhuNDfwL3l4AaABAg.9wn7dHlmTEO9wn8HcQ-Z9i","UgzHbc81jlhuNDfwL3l4AaABAg",NA
"2047",2047,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","People still think trump is a stable sane man that never tells a lie","People still think trump is a stable sane man that never tells a lie","@wallywallerton1872","https://yt3.ggpht.com/ytc/AIf8zZQlsp4fmW48bpHVa6Yv3xr2BP-gEW3nMzRNMZGy5Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCZifLyMGDhdBVzPWweagxmg","UCZifLyMGDhdBVzPWweagxmg",TRUE,"none",2,"2023-11-07T00:12:14Z","2023-11-07T00:12:14Z","UgzHbc81jlhuNDfwL3l4AaABAg.9wn7dHlmTEO9wnG1O1FGkG","UgzHbc81jlhuNDfwL3l4AaABAg",NA
"2048",2048,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","@@KevinSun242seems like what you can<U+2019>t afford is to be uneducated. That<U+2019>s probably why you<U+2019>re broke. Bc you<U+2019>re definitely uneducated.","@@KevinSun242seems like what you can<U+2019>t afford is to be uneducated. That<U+2019>s probably why you<U+2019>re broke. Bc you<U+2019>re definitely uneducated.","@wallywallerton1872","https://yt3.ggpht.com/ytc/AIf8zZQlsp4fmW48bpHVa6Yv3xr2BP-gEW3nMzRNMZGy5Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCZifLyMGDhdBVzPWweagxmg","UCZifLyMGDhdBVzPWweagxmg",TRUE,"none",0,"2023-11-07T00:12:55Z","2023-11-07T00:12:55Z","UgzHbc81jlhuNDfwL3l4AaABAg.9wn7dHlmTEO9wnG6MaihAy","UgzHbc81jlhuNDfwL3l4AaABAg",NA
"2049",2049,"UCeY0bbntWzzVIaj2z3QigXg","oZUot1er0F4","<U+200B>@@wallywallerton1872agree, he lies like every millisecond and somehow get away with crimes","<U+200B>@@wallywallerton1872agree, he lies like every millisecond and somehow get away with crimes","@LinusNorqvist","https://yt3.ggpht.com/ytc/AIf8zZRtj12OgqycFKLrwrV2MMrYvDj-uO-IYbO_FHodzVetRtt0w0a87nMQbIYZk-pH=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCoR0Ig_2FtQQqLG-oCWXkaw","UCoR0Ig_2FtQQqLG-oCWXkaw",TRUE,"none",0,"2023-12-08T22:46:15Z","2023-12-08T22:46:15Z","UgzHbc81jlhuNDfwL3l4AaABAg.9wn7dHlmTEO9y4Vccl5GmE","UgzHbc81jlhuNDfwL3l4AaABAg",NA
